"Song","Artist","Title","Quadrant","PQuad","MoodsTotal","Moods","MoodsFoundStr","MoodsStr","MoodsStrSplit","Genres","GenresStr","Sample","SampleURL"
"MT0011440705","Juan Valentín","Virgen de Mi Soledad","Q3",0.75,4,4,"anguished, distraught, gloomy, sad","Anguished/Distraught, Gloomy, Sad","Anguished, Distraught, Gloomy, Sad",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=qhCCTHador2CLu1cD6ZkWPKUU23ZQzDPVjJ3ONioHGo=&f=I"
"MT0011458668","","Battle in the Mutara Nebula","Q2",0.75,4,3,"eerie, paranoid, spooky","Eerie, Paranoid, Spooky, Unsettling","Eerie, Paranoid, Spooky, Unsettling",1,"Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=fLIssvT6TIljembjwzfpJ82KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0011489804","Painstake","Fight to Forget","Q2",0.75,4,3,"angry, fierce, reckless","Angry, Fierce, Malevolent, Reckless","Angry, Fierce, Malevolent, Reckless",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=aRfTR9hIzeyo8Bg3kz2ENzqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0011560587","Spike Jones","Hotcha Cornia (Hotcha Chornya- Russian Folk Songs)","Q1",0.571428571428571,7,5,"eccentric, exciting, giddy, humorous, outrageous","Campy, Eccentric, Exciting, Giddy, Humorous, Irreverent, Outrageous","Campy, Eccentric, Exciting, Giddy, Humorous, Irreverent, Outrageous",2,"Comedy/Spoken, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=aafQvASDSzHWhn_mdew39mjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0011564855","Billie Holiday","Sweet Lorraine","Q1",1,3,3,"exciting, happy, joyous","Exciting, Happy, Joyous","Exciting, Happy, Joyous",3,"Blues, Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=p1_IEHLwBTC3Cvt3R0k6sqwfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0011574534","Ultra Montanes","Anyway","Q1",0.666666666666667,3,3,"explosive, mighty, powerful","Explosive, Mighty, Powerful","Explosive, Mighty, Powerful",2,"Electronic, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=LP9riBvkfkK8u5WR0or_jTqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0011575842","Spike Jones","I Wanna Go Back to West Virginia","Q1",0.5625,16,12,"cheerful, eccentric, elaborate, fun, giddy, happy, humorous, joyous, quirky, theatrical, whimsical, witty","Campy, Cheerful, Eccentric, Elaborate, Exuberant, Fun, Giddy, Happy, Humorous, Joyous, Quirky, Rambunctious, Street-Smart, Theatrical, Whimsical, Witty","Campy, Cheerful, Eccentric, Elaborate, Exuberant, Fun, Giddy, Happy, Humorous, Joyous, Quirky, Rambunctious, Street-Smart, Theatrical, Whimsical, Witty",2,"Comedy/Spoken, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=EiGaTw88YpbPsMnOHojWRawfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0011594970","Ella Fitzgerald","Don't Explain","Q3",0.6,5,4,"gloomy, ominous, sad, weary","Autumnal, Gloomy, Ominous, Sad, Weary","Autumnal, Gloomy, Ominous, Sad, Weary",2,"Jazz, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Mk212tuHbsfyT_9qE2DsRM2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0011612883","Robin Williamson","Cold Days Of February","Q3",0.8,5,4,"bleak, gloomy, sad, weary","Bleak, Gloomy, Sad, Somber, Weary","Bleak, Gloomy, Sad, Somber, Weary",1,"International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=YxBTIN0zp8DaBAV2HDVd1_QIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0011667212","José Alfredo Jiménez","Si Nos Dejan","Q3",0.6,5,4,"anguished, distraught, gloomy, sad","Angst-Ridden, Anguished/Distraught, Gloomy, Sad","Angst-Ridden, Anguished, Distraught, Gloomy, Sad",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=yE-NCIOxmO0fOEFh9M0dJjqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0011697297","DJ Assault","Now Whusup Whusup","Q2",0.6,5,5,"outrageous, sexual, silly, sleazy, trashy","Outrageous, Sexual, Silly, Sleazy, Trashy","Outrageous, Sexual, Silly, Sleazy, Trashy",2,"Electronic, Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=m2P2qxxATiixZsy8qWDgTZjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0011702301","Neil Young","Organ Solo","Q4",0.571428571428571,7,6,"atmospheric, earthy, melancholy, nocturnal, organic, weary","Atmospheric, Earthy, Meandering, Melancholy, Nocturnal, Organic, Weary","Atmospheric, Earthy, Meandering, Melancholy, Nocturnal, Organic, Weary",2,"Stage & Screen, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=iFW_TkCNX5YcjIyJmcL1lIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0011739779","Tom Jones","Love Me Tonight","Q1",0.529411764705882,17,14,"bravado, confident, dramatic, energetic, fun, lively, romantic, rousing, sensual, sexy, slick, smooth, sophisticated, stylish","Boisterous, Bravado, Celebratory, Confident, Dramatic, Energetic, Exuberant, Fun, Lively, Romantic, Rousing, Sensual, Sexy, Slick, Smooth, Sophisticated, Stylish","Boisterous, Bravado, Celebratory, Confident, Dramatic, Energetic, Exuberant, Fun, Lively, Romantic, Rousing, Sensual, Sexy, Slick, Smooth, Sophisticated, Stylish",3,"Electronic, Pop/Rock, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=vwuG4TG6Ofl2skwXQZ2R66wfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0011786799","Henry Mancini","Theme from ""What's Happening!!""","Q1",0.75,4,4,"eccentric, elaborate, exciting, humorous","Eccentric, Elaborate, Exciting, Humorous","Eccentric, Elaborate, Exciting, Humorous",2,"Easy Listening, Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=WZagOAgzckxjJ7JtM9YaumjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0011821215","Glen Campbell","Sunflower","Q1",0.555555555555556,9,8,"bright, carefree, cheerful, fun, happy, light, lively, playful","Bright, Carefree, Cheerful, Fun, Happy, Light, Lively, Playful, Summery","Bright, Carefree, Cheerful, Fun, Happy, Light, Lively, Playful, Summery",2,"Country, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=L5u5PS5NxA0C05rAS7fQVv3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0011836290","Cabaret Voltaire","Blue Heat","Q3",0.75,4,3,"clinical, cold, detached","Clinical, Cold, Detached, Trippy","Clinical, Cold, Detached, Trippy",2,"Avant-Garde, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=jyobjPzPlBLg40onV3P-yvh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0011862487","Asleep at the Wheel","Trouble in Mind","Q4",0.8,5,5,"innocent, quiet, soft, whimsical, witty","Innocent, Soft/Quiet, Whimsical, Witty","Innocent, Soft, Quiet, Whimsical, Witty",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=BGO4qoIjMv4nLIosEAGsSfQIxMnXLaW9NvEpt_rvU6E=&f=J"
"MT0011869625","The Modern Lovers","Abominable Snowman in the Market","Q1",0.666666666666667,3,3,"giddy, humorous, silly","Giddy, Humorous, Silly","Giddy, Humorous, Silly",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=wykDurNmQCtdaldod3ejP4apJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0011886148","Gary Burton","I Need You Here","Q4",0.6875,16,13,"calm, cerebral, delicate, elaborate, nocturnal, peaceful, precious, provocative, quiet, reserved, soft, sparkling, spiritual","Austere, Calm/Peaceful, Cerebral, Delicate, Elaborate, Ethereal, Nocturnal, Pastoral, Precious, Provocative, Reserved, Soft/Quiet, Sparkling, Spiritual","Austere, Calm, Peaceful, Cerebral, Delicate, Elaborate, Ethereal, Nocturnal, Pastoral, Precious, Provocative, Reserved, Soft, Quiet, Sparkling, Spiritual",1,"Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=LWN2MyC2HRaAr50DU0vL7KwfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0011894681","Furry Lewis","Baby You Don't Want Me","Q3",0.6,5,4,"anguished, distraught, sad, weary","Anguished/Distraught, Sad, Sparse, Weary","Anguished, Distraught, Sad, Sparse, Weary",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=63OCuODaPY78tzDNEaWUzc2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0011895175","Plácido Domingo","Cantique de Noël (O Holy Night)","Q4",0.583333333333333,12,9,"atmospheric, complex, dreamy, elaborate, joyous, organic, reserved, reverent, spiritual","Atmospheric, Complex, Dreamy, Elaborate, Ethereal, Joyous, Organic, Pastoral, Reserved, Reverent, Spiritual, Wintry","Atmospheric, Complex, Dreamy, Elaborate, Ethereal, Joyous, Organic, Pastoral, Reserved, Reverent, Spiritual, Wintry",2,"Classical, Holiday",1,"http://rovimusic.rovicorp.com/playback.mp3?c=CSH1MviPg4C-IANNMNFJQqwfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0011899302","Jacob Miller","City of the Weak Heart","Q3",0.6,5,4,"bitter, bleak, gloomy, ominous","Acerbic, Bitter, Bleak, Gloomy, Ominous","Acerbic, Bitter, Bleak, Gloomy, Ominous",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=pvJm25Xu_h7M4IiX0MffKpjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0011906602","Mark Isham","My Wife With Champagne Shoulders","Q4",1,6,6,"calm, delicate, lush, peaceful, quiet, soft","Calm/Peaceful, Delicate, Lush, Soft/Quiet","Calm, Peaceful, Delicate, Lush, Soft, Quiet",3,"Electronic, Jazz, New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=dkJ4pvOMTxYkge9ZfWUW1WjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0011916674","The Nitty Gritty Dirt Band","Grand Ole Opry Song","Q1",0.6,5,5,"carefree, cheerful, fun, joyous, organic","Carefree, Cheerful, Fun, Joyous, Organic","Carefree, Cheerful, Fun, Joyous, Organic",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=w0ZNjjZbVIF47o31RBWY2zqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0011922080","Brian Eno","Always Returning","Q4",0.529411764705882,17,14,"atmospheric, calm, cerebral, dreamy, eerie, gentle, light, nocturnal, peaceful, sensual, slick, smooth, soothing, sophisticated","Atmospheric, Austere, Calm/Peaceful, Cerebral, Dreamy, Eerie, Ethereal, Gentle, Light, Nocturnal, Sensual, Slick, Smooth, Soothing, Sophisticated, Sprawling","Atmospheric, Austere, Calm, Peaceful, Cerebral, Dreamy, Eerie, Ethereal, Gentle, Light, Nocturnal, Sensual, Slick, Smooth, Soothing, Sophisticated, Sprawling",3,"Avant-Garde, Electronic, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=cSFGKveL2v9sx6TPk12G9PKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0011922905","Paul Simon","St. Judy's Comet","Q4",0.65,20,17,"amiable, calm, carefree, gentle, intimate, mellow, peaceful, poignant, positive, reflective, relaxed, rousing, smooth, soothing, sophisticated, sweet, warm","Amiable/Good-Natured, Calm/Peaceful, Carefree, Gentle, Intimate, Laid-Back/Mellow, Literate, Poignant, Positive, Reflective, Relaxed, Rousing, Smooth, Soothing, Sophisticated, Sweet, Warm","Amiable, Good-Natured, Calm, Peaceful, Carefree, Gentle, Intimate, Laid-Back, Mellow, Literate, Poignant, Positive, Reflective, Relaxed, Rousing, Smooth, Soothing, Sophisticated, Sweet, Warm",2,"Pop/Rock, Children's",1,"http://rovimusic.rovicorp.com/playback.mp3?c=owQRNB7C3fv5b0X9SE5pf_h0BJxFGWncDvRkmPV4knk=&f=J"
"MT0011930865","The Tannahill Weavers","Johnnie Cope/Atholl Highlanders","Q1",0.6,5,4,"exciting, fiery, theatrical, urgent","Autumnal, Exciting, Fiery, Theatrical, Urgent","Autumnal, Exciting, Fiery, Theatrical, Urgent",1,"International",1,"http://rovimusic.rovicorp.com/playback.mp3?c=XPCD7aoRlCKwXDFDJPSP_fKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0011938737","Fleetwood Mac","Dreams","Q4",0.526315789473684,19,13,"bittersweet, delicate, intimate, melancholy, mellow, poignant, quiet, reflective, relaxed, sensual, smooth, soft, soothing","Bittersweet, Delicate, Intimate, Laid-Back/Mellow, Melancholy, Plaintive, Poignant, Reflective, Relaxed, Restrained, Sensual, Smooth, Soft/Quiet, Somber, Soothing, Wistful, Yearning","Bittersweet, Delicate, Intimate, Laid-Back, Mellow, Melancholy, Plaintive, Poignant, Reflective, Relaxed, Restrained, Sensual, Smooth, Soft, Quiet, Somber, Soothing, Wistful, Yearning",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=6qxqjwWmfxvGrQwGl7AyPjqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0011950450","Neil Diamond","Hark! The Herald Angels Sing","Q1",0.75,4,4,"cheerful, dramatic, joyous, precious","Cheerful, Dramatic, Joyous, Precious","Cheerful, Dramatic, Joyous, Precious",2,"Holiday, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=OfG-rC94tb8C50GTJUQf2fKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0011957429","Marvin Gaye","Stubborn Kind of Fellow","Q1",0.571428571428571,7,4,"cheerful, happy, joyous, witty","Cheerful, Effervescent, Happy, Joyous, Rollicking, Summery, Witty","Cheerful, Effervescent, Happy, Joyous, Rollicking, Summery, Witty",1,"R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=NYz8_y4JXPkkXOZ9_213WIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0011959819","Obituary","Sickness","Q2",0.625,8,6,"angry, bleak, fierce, harsh, hostile, outrageous","Angry, Bleak, Fierce, Harsh, Hostile, Outrageous, Suffocating, Unsettling","Angry, Bleak, Fierce, Harsh, Hostile, Outrageous, Suffocating, Unsettling",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=88cbn_wtS0teQOYhq5BQT4apJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0011960348","Naked City","Contempt","Q2",0.666666666666667,3,3,"stately, uncompromising, volatile","Stately, Uncompromising, Volatile","Stately, Uncompromising, Volatile",3,"Jazz, Pop/Rock, Avant-Garde",1,"http://rovimusic.rovicorp.com/playback.mp3?c=_-wy1fHkk-o_A8gagIq5sawfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0011969592","Dion","Sweet Papa Di","Q3",0.75,4,4,"greasy, gritty, lazy, whimsical","Greasy, Gritty, Lazy, Whimsical","Greasy, Gritty, Lazy, Whimsical",2,"Pop/Rock, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=KlzrEpwANRWL8VWcDE5IufQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0011975274","MC Hammer","Crime Story","Q2",0.571428571428571,7,7,"anxious, exciting, intense, menacing, outrageous, tense, urgent","Exciting, Intense, Menacing, Outrageous, Tense/Anxious, Urgent","Exciting, Intense, Menacing, Outrageous, Tense, Anxious, Urgent",2,"Rap, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Qhpw0vvxxW5Oq3ddZ2PS4awfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0011997914","George Michael","Waiting For That Day/You Can't Always Get What You Want","Q1",0.555555555555556,9,7,"bright, energetic, joyous, refined, sexy, theatrical, witty","Bright, Celebratory, Energetic, Joyous, Refined, Sexy, Summery, Theatrical, Witty","Bright, Celebratory, Energetic, Joyous, Refined, Sexy, Summery, Theatrical, Witty",2,"Pop/Rock, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=8iV-5MhYcxb8F8JdYHL1aqwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0011999773","Janet Jackson","You Want This","Q1",0.8,5,4,"cheerful, lively, positive, strong","Cheerful, Lively, Marching, Positive, Strong","Cheerful, Lively, Marching, Positive, Strong",3,"Pop/Rock, R&B, Electronic",1,"http://rovimusic.rovicorp.com/playback.mp3?c=nZyTpbOg6skfThQk72DSBfh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0012001409","Geto Boys","Gota Let Your Nuts Hang","Q2",0.6,10,6,"anxious, hostile, rebellious, tense, uncompromising, volatile","Hedonistic, Hostile, Irreverent, Malevolent, Rebellious, Tense/Anxious, Uncompromising, Unsettling, Volatile","Hedonistic, Hostile, Irreverent, Malevolent, Rebellious, Tense, Anxious, Uncompromising, Unsettling, Volatile",1,"Rap",1,"http://rovimusic.rovicorp.com/playback.mp3?c=a5_gquq-LBJBVY4sAV78TpjWf7KriH64XH0cLbjLrOY=&f=J"
"MT0012008752","Regina Belle","The Cave of Wonders","Q2",1,4,4,"anxious, ominous, tense, volatile","Ominous, Tense/Anxious, Volatile","Ominous, Tense, Anxious, Volatile",1,"Stage & Screen",1,"http://rovimusic.rovicorp.com/playback.mp3?c=jw-i8NXg3wPfTZh6xxhshM2KXJKuJLE7UG4BJXcyKZ4=&f=J"
"MT0012020062","Tony Rice","Just Some Bar in the French Quarters","Q3",0.666666666666667,3,3,"cerebral, complex, elaborate","Cerebral, Complex, Elaborate","Cerebral, Complex, Elaborate",2,"Country, Folk",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Bqc2pG6egcfUsM0-Qy0TAzqpU4hxl5saPDaNIVORh-E=&f=I"
"MT0012027536","Jim Brickman","So Long","Q4",0.75,4,3,"calm, delicate, peaceful","Calm/Peaceful, Delicate, Restrained","Calm, Peaceful, Delicate, Restrained",1,"New Age",1,"http://rovimusic.rovicorp.com/playback.mp3?c=0ehkGOXXFVslkGhlYKtdX_3pqi0RS20pHqZddGAWQOA=&f=J"
"MT0012041920","Brooks & Dunn","Cool Drink of Water","Q1",0.666666666666667,3,3,"happy, joyous, rowdy","Happy, Joyous, Rowdy","Happy, Joyous, Rowdy",1,"Country",1,"http://rovimusic.rovicorp.com/playback.mp3?c=1SpumLIIggSndvWJlYAPT5jWf7KriH64XH0cLbjLrOY=&f=J"
"MT0012112600","Richard Rabbit Brown","Blessed Be the Name","Q4",0.75,4,3,"reverent, rustic, spiritual","Reverent, Rustic, Somber, Spiritual","Reverent, Rustic, Somber, Spiritual",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=opTXWoy7gmrnB6neytNox82KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0012116237","Faith","Another Victim","Q2",0.571428571428571,7,7,"angry, anguished, bitter, distraught, harsh, hostile, snide","Angry, Anguished/Distraught, Bitter, Harsh, Hostile, Snide","Angry, Anguished, Distraught, Bitter, Harsh, Hostile, Snide",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=HmFL-WdvkaXxfTwsjI-XUZjWf7KriH64XH0cLbjLrOY=&f=I"
"MT0012124855","Subhumans","Time Flies","Q2",0.666666666666667,3,3,"bitter, harsh, outraged","Bitter, Harsh, Outraged","Bitter, Harsh, Outraged",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=B7mZ2nS25oJ0QnUnBad-DzqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0012151268","Bud Shank","Ding-Dong! The Witch Is Dead","Q4",1,3,3,"elaborate, stately, uplifting","Elaborate, Stately, Uplifting","Elaborate, Stately, Uplifting",3,"Jazz, Stage & Screen, Vocal",1,"http://rovimusic.rovicorp.com/playback.mp3?c=cA_7oaIuS8szM0LYkbNCA_3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0012168286","Samael","Chosen Race","Q2",0.6,5,4,"bleak, fierce, hostile, outraged","Bleak, Fierce, Hostile, Malevolent, Outraged","Bleak, Fierce, Hostile, Malevolent, Outraged",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=1QMx6icOAEKOTAPp06_7XIapJnH0KBK7tayJ1L1z1aM=&f=J"
"MT0012202513","Les Baxter","Busy Port","Q1",1,3,3,"eccentric, exciting, spicy","Eccentric, Exciting, Spicy","Eccentric, Exciting, Spicy",1,"Easy Listening",1,"http://rovimusic.rovicorp.com/playback.mp3?c=WIeWUZyCn4fFDs2QiWZZ4_h0BJxFGWncDvRkmPV4knk=&f=I"
"MT0012222183","Enya","Marble Halls","Q4",0.68,25,21,"atmospheric, calm, circular, complex, detached, dreamy, elegant, gentle, hypnotic, light, lush, peaceful, quiet, refined, reflective, slick, smooth, soft, soothing, sophisticated, sparkling","Atmospheric, Calm/Peaceful, Circular, Complex, Detached, Dreamy, Elegant, Ethereal, Gentle, Hypnotic, Light, Lush, Pastoral, Plaintive, Refined, Reflective, Slick, Smooth, Soft/Quiet, Soothing, Sophisticated, Sparkling, Wistful","Atmospheric, Calm, Peaceful, Circular, Complex, Detached, Dreamy, Elegant, Ethereal, Gentle, Hypnotic, Light, Lush, Pastoral, Plaintive, Refined, Reflective, Slick, Smooth, Soft, Quiet, Soothing, Sophisticated, Sparkling, Wistful",3,"International, New Age, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=xtt_HWavTSc5AyuSUvNLtqwfpsQHuOlGC4-o-yXc8Os=&f=J"
"MT0012292188","John Lee Hooker","Big Legged Woman","Q3",0.75,4,3,"greasy, lazy, messy","Greasy, Lazy, Messy, Sparse","Greasy, Lazy, Messy, Sparse",2,"Blues, R&B",1,"http://rovimusic.rovicorp.com/playback.mp3?c=0AVVeigyyt3ZXjJcTglL682KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0012317309","Big Bill Broonzy","Worrying My Mind","Q3",0.666666666666667,3,3,"greasy, lazy, uncompromising","Greasy, Lazy, Uncompromising","Greasy, Lazy, Uncompromising",1,"Blues",1,"http://rovimusic.rovicorp.com/playback.mp3?c=JE-sYu9Nq1Tqd6ugXRw7cGjIb8Tr8vVfGLIuM5x_WSg=&f=J"
"MT0012331779","Gipsy Kings","Una Rumba Por Aqui","Q1",0.75,4,3,"fiery, sexy, spicy","Cathartic, Fiery, Sexy, Spicy","Cathartic, Fiery, Sexy, Spicy",2,"International, Jazz",1,"http://rovimusic.rovicorp.com/playback.mp3?c=nM2GcKGiLs9H03kxRMNl1qwfpsQHuOlGC4-o-yXc8Os=&f=I"
"MT0012333553","Kraftwerk","Europe Endless","Q4",0.578947368421053,19,15,"amiable, cerebral, clinical, detached, elegant, hypnotic, light, mellow, nocturnal, quirky, refined, smooth, sophisticated, stately, warm","Amiable/Good-Natured, Cerebral, Clinical, Detached, Elegant, Hypnotic, Laid-Back/Mellow, Light, Literate, Nocturnal, Quirky, Refined, Smooth, Sophisticated, Stately, Trippy, Warm","Amiable, Good-Natured, Cerebral, Clinical, Detached, Elegant, Hypnotic, Laid-Back, Mellow, Light, Literate, Nocturnal, Quirky, Refined, Smooth, Sophisticated, Stately, Trippy, Warm",2,"Avant-Garde, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=2C_nsvlkEnNkMziO4Jk_ufKUU23ZQzDPVjJ3ONioHGo=&f=J"
"MT0012383717","Mad Professor","False Curl Girl","Q4",0.583333333333333,12,10,"atmospheric, complex, crunchy, detached, dreamy, eccentric, hypnotic, organic, quirky, whimsical","Atmospheric, Complex, Crunchy, Detached, Dreamy, Eccentric, Hypnotic, Insular, Organic, Quirky, Summery, Whimsical","Atmospheric, Complex, Crunchy, Detached, Dreamy, Eccentric, Hypnotic, Insular, Organic, Quirky, Summery, Whimsical",1,"Reggae",1,"http://rovimusic.rovicorp.com/playback.mp3?c=zUrzPVG3rld529fdor5IMM2KXJKuJLE7UG4BJXcyKZ4=&f=I"
"MT0012396528","Van Morrison","Bring 'Em on In","Q1",0.545454545454545,11,8,"dramatic, energetic, exciting, intense, passionate, rousing, uncompromising, urgent","Dramatic, Energetic, Exciting, Intense, Passionate, Rambunctious, Rousing, Street-Smart, Swaggering, Uncompromising, Urgent","Dramatic, Energetic, Exciting, Intense, Passionate, Rambunctious, Rousing, Street-Smart, Swaggering, Uncompromising, Urgent",2,"Blues, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=RPxAZVl_VXDGXyI3ze0LvDqpU4hxl5saPDaNIVORh-E=&f=J"
"MT0012534566","DJ Mijangos","Be With You","Q1",1,3,3,"sensual, sexy, spicy","Sensual, Sexy, Spicy","Sensual, Sexy, Spicy",2,"Latin, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=Vfdxvq_xXsxvaR-3qUDoRmjIb8Tr8vVfGLIuM5x_WSg=&f=I"
"MT0012601428","Celia Cruz","Melao de Caña","Q1",0.533333333333333,15,12,"bright, confident, dramatic, earthy, energetic, fiery, gutsy, lively, passionate, rousing, spicy, warm","Brassy, Bright, Confident, Dramatic, Earthy, Energetic, Fiery, Freewheeling, Gutsy, Lively, Passionate, Rousing, Spicy, Street-Smart, Warm","Brassy, Bright, Confident, Dramatic, Earthy, Energetic, Fiery, Freewheeling, Gutsy, Lively, Passionate, Rousing, Spicy, Street-Smart, Warm",1,"Latin",1,"http://rovimusic.rovicorp.com/playback.mp3?c=8EgoVv3M85SVuYXvAKUPJ_3pqi0RS20pHqZddGAWQOA=&f=I"
"MT0012634038","Placebo","The Crawl","Q3",0.75,4,3,"bitter, bleak, gloomy","Bitter, Bleak, Gloomy, Somber","Bitter, Bleak, Gloomy, Somber",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=b6Wvdr73RofHGLW0W_AK1fh0BJxFGWncDvRkmPV4knk=&f=J"
"MT0012658636","Cro-Mags","Open Letter","Q2",0.666666666666667,6,4,"angry, fierce, outraged, reckless","Angry, Fierce, Malevolent, Nihilistic, Outraged, Reckless","Angry, Fierce, Malevolent, Nihilistic, Outraged, Reckless",1,"Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=N0PuzVsWdftngE8nDThu3fQIxMnXLaW9NvEpt_rvU6E=&f=I"
"MT0012675695","Derek Bailey","Improvisation 7","Q3",0.571428571428571,7,4,"clinical, cold, detached, indulgent","Clinical, Cold, Detached, Fractured, Indulgent, Insular, Knotty","Clinical, Cold, Detached, Fractured, Indulgent, Insular, Knotty",2,"Jazz, Pop/Rock",1,"http://rovimusic.rovicorp.com/playback.mp3?c=M2kK2D0v_xkG01TH_Ps2zGjIb8Tr8vVfGLIuM5x_WSg=&f=I"
