Feature;Name;Toolbox;Category;Family;Parent;Description
F0948;SFM_15 (kurtosis);Marsyas;Tone Color;SFM;SFM_15;to be added later
F0949;SFM_15 (max);Marsyas;Tone Color;SFM;SFM_15;to be added later
F0950;SFM_15 (min);Marsyas;Tone Color;SFM;SFM_15;to be added later
F0951;SFM_16 (mean);Marsyas;Tone Color;SFM;SFM_16;to be added later
F0952;SFM_16 (std);Marsyas;Tone Color;SFM;SFM_16;to be added later
F0953;SFM_16 (skewness);Marsyas;Tone Color;SFM;SFM_16;to be added later
F0954;SFM_16 (kurtosis);Marsyas;Tone Color;SFM;SFM_16;to be added later
F0955;SFM_16 (max);Marsyas;Tone Color;SFM;SFM_16;to be added later
F0956;SFM_16 (min);Marsyas;Tone Color;SFM;SFM_16;to be added later
F0957;SFM_17 (mean);Marsyas;Tone Color;SFM;SFM_17;to be added later
F0958;SFM_17 (std);Marsyas;Tone Color;SFM;SFM_17;to be added later
F0959;SFM_17 (skewness);Marsyas;Tone Color;SFM;SFM_17;to be added later
F0960;SFM_17 (kurtosis);Marsyas;Tone Color;SFM;SFM_17;to be added later
F0961;SFM_17 (max);Marsyas;Tone Color;SFM;SFM_17;to be added later
F0962;SFM_17 (min);Marsyas;Tone Color;SFM;SFM_17;to be added later
F0963;SFM_18 (mean);Marsyas;Tone Color;SFM;SFM_18;to be added later
F0964;SFM_18 (std);Marsyas;Tone Color;SFM;SFM_18;to be added later
F0965;SFM_18 (skewness);Marsyas;Tone Color;SFM;SFM_18;to be added later
F0966;SFM_18 (kurtosis);Marsyas;Tone Color;SFM;SFM_18;to be added later
F0967;SFM_18 (max);Marsyas;Tone Color;SFM;SFM_18;to be added later
F0968;SFM_18 (min);Marsyas;Tone Color;SFM;SFM_18;to be added later
F0969;SFM_19 (mean);Marsyas;Tone Color;SFM;SFM_19;to be added later
F0970;SFM_19 (std);Marsyas;Tone Color;SFM;SFM_19;to be added later
F0971;SFM_19 (skewness);Marsyas;Tone Color;SFM;SFM_19;to be added later
F0972;SFM_19 (kurtosis);Marsyas;Tone Color;SFM;SFM_19;to be added later
F0973;SFM_19 (max);Marsyas;Tone Color;SFM;SFM_19;to be added later
F0974;SFM_19 (min);Marsyas;Tone Color;SFM;SFM_19;to be added later
F0975;SFM_20 (mean);Marsyas;Tone Color;SFM;SFM_20;to be added later
F0976;SFM_20 (std);Marsyas;Tone Color;SFM;SFM_20;to be added later
F0977;SFM_20 (skewness);Marsyas;Tone Color;SFM;SFM_20;to be added later
F0978;SFM_20 (kurtosis);Marsyas;Tone Color;SFM;SFM_20;to be added later
F0979;SFM_20 (max);Marsyas;Tone Color;SFM;SFM_20;to be added later
F0980;SFM_20 (min);Marsyas;Tone Color;SFM;SFM_20;to be added later
F0981;SFM_21 (mean);Marsyas;Tone Color;SFM;SFM_21;to be added later
F0982;SFM_21 (std);Marsyas;Tone Color;SFM;SFM_21;to be added later
F0983;SFM_21 (skewness);Marsyas;Tone Color;SFM;SFM_21;to be added later
F0984;SFM_21 (kurtosis);Marsyas;Tone Color;SFM;SFM_21;to be added later
F0985;SFM_21 (max);Marsyas;Tone Color;SFM;SFM_21;to be added later
F0986;SFM_21 (min);Marsyas;Tone Color;SFM;SFM_21;to be added later
F0987;SFM_22 (mean);Marsyas;Tone Color;SFM;SFM_22;to be added later
F0988;SFM_22 (std);Marsyas;Tone Color;SFM;SFM_22;to be added later
F0989;SFM_22 (skewness);Marsyas;Tone Color;SFM;SFM_22;to be added later
F0990;SFM_22 (kurtosis);Marsyas;Tone Color;SFM;SFM_22;to be added later
F0991;SFM_22 (max);Marsyas;Tone Color;SFM;SFM_22;to be added later
F0992;SFM_22 (min);Marsyas;Tone Color;SFM;SFM_22;to be added later
F0993;SFM_23 (mean);Marsyas;Tone Color;SFM;SFM_23;to be added later
F0994;SFM_23 (std);Marsyas;Tone Color;SFM;SFM_23;to be added later
F0995;SFM_23 (skewness);Marsyas;Tone Color;SFM;SFM_23;to be added later
F0996;SFM_23 (kurtosis);Marsyas;Tone Color;SFM;SFM_23;to be added later
F0997;SFM_23 (max);Marsyas;Tone Color;SFM;SFM_23;to be added later
F0998;SFM_23 (min);Marsyas;Tone Color;SFM;SFM_23;to be added later
F0999;SFM_24 (mean);Marsyas;Tone Color;SFM;SFM_24;to be added later
F1000;SFM_24 (std);Marsyas;Tone Color;SFM;SFM_24;to be added later
F1001;SFM_24 (skewness);Marsyas;Tone Color;SFM;SFM_24;to be added later
F1002;SFM_24 (kurtosis);Marsyas;Tone Color;SFM;SFM_24;to be added later
F1003;SFM_24 (max);Marsyas;Tone Color;SFM;SFM_24;to be added later
F1004;SFM_24 (min);Marsyas;Tone Color;SFM;SFM_24;to be added later
F1005;SCF_1 (mean);Marsyas;Tone Color;SCF;SCF_1;to be added later
F1006;SCF_1 (std);Marsyas;Tone Color;SCF;SCF_1;to be added later
F1007;SCF_1 (skewness) ;Marsyas;Tone Color;SCF;SCF_1 ;to be added later
F1008;SCF_1 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_1 ;to be added later
F1009;SCF_1 (max);Marsyas;Tone Color;SCF;SCF_1;to be added later
F1010;SCF_1 (min);Marsyas;Tone Color;SCF;SCF_1;to be added later
F1011;SCF_2 (mean);Marsyas;Tone Color;SCF;SCF_2;to be added later
F1012;SCF_2 (std);Marsyas;Tone Color;SCF;SCF_2;to be added later
F1013;SCF_2 (skewness) ;Marsyas;Tone Color;SCF;SCF_2 ;to be added later
F1014;SCF_2 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_2 ;to be added later
F1015;SCF_2 (max);Marsyas;Tone Color;SCF;SCF_2;to be added later
F1016;SCF_2 (min);Marsyas;Tone Color;SCF;SCF_2;to be added later
F1017;SCF_3 (mean);Marsyas;Tone Color;SCF;SCF_3;to be added later
F1018;SCF_3 (std);Marsyas;Tone Color;SCF;SCF_3;to be added later
F1019;SCF_3 (skewness) ;Marsyas;Tone Color;SCF;SCF_3 ;to be added later
F1020;SCF_3 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_3 ;to be added later
F1021;SCF_3 (max);Marsyas;Tone Color;SCF;SCF_3;to be added later
F1022;SCF_3 (min);Marsyas;Tone Color;SCF;SCF_3;to be added later
F1023;SCF_4 (mean);Marsyas;Tone Color;SCF;SCF_4;to be added later
F1024;SCF_4 (std);Marsyas;Tone Color;SCF;SCF_4;to be added later
F1025;SCF_4 (skewness) ;Marsyas;Tone Color;SCF;SCF_4 ;to be added later
F1026;SCF_4 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_4 ;to be added later
F1027;SCF_4 (max);Marsyas;Tone Color;SCF;SCF_4;to be added later
F1028;SCF_4 (min);Marsyas;Tone Color;SCF;SCF_4;to be added later
F1029;SCF_5 (mean);Marsyas;Tone Color;SCF;SCF_5;to be added later
F1030;SCF_5 (std);Marsyas;Tone Color;SCF;SCF_5;to be added later
F1031;SCF_5 (skewness) ;Marsyas;Tone Color;SCF;SCF_5 ;to be added later
F1032;SCF_5 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_5 ;to be added later
F1033;SCF_5 (max);Marsyas;Tone Color;SCF;SCF_5;to be added later
F1034;SCF_5 (min);Marsyas;Tone Color;SCF;SCF_5;to be added later
F1035;SCF_6 (mean);Marsyas;Tone Color;SCF;SCF_6;to be added later
F1036;SCF_6 (std);Marsyas;Tone Color;SCF;SCF_6;to be added later
F1037;SCF_6 (skewness) ;Marsyas;Tone Color;SCF;SCF_6 ;to be added later
F1038;SCF_6 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_6 ;to be added later
F1039;SCF_6 (max);Marsyas;Tone Color;SCF;SCF_6;to be added later
F1040;SCF_6 (min);Marsyas;Tone Color;SCF;SCF_6;to be added later
F1041;SCF_7 (mean);Marsyas;Tone Color;SCF;SCF_7;to be added later
F1042;SCF_7 (std);Marsyas;Tone Color;SCF;SCF_7;to be added later
F1043;SCF_7 (skewness) ;Marsyas;Tone Color;SCF;SCF_7 ;to be added later
F1044;SCF_7 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_7 ;to be added later
F1045;SCF_7 (max);Marsyas;Tone Color;SCF;SCF_7;to be added later
F1046;SCF_7 (min);Marsyas;Tone Color;SCF;SCF_7;to be added later
F1047;SCF_8 (mean);Marsyas;Tone Color;SCF;SCF_8;to be added later
F1048;SCF_8 (std);Marsyas;Tone Color;SCF;SCF_8;to be added later
F1049;SCF_8 (skewness) ;Marsyas;Tone Color;SCF;SCF_8 ;to be added later
F1050;SCF_8 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_8 ;to be added later
F1051;SCF_8 (max);Marsyas;Tone Color;SCF;SCF_8;to be added later
F1052;SCF_8 (min);Marsyas;Tone Color;SCF;SCF_8;to be added later
F1053;SCF_9 (mean);Marsyas;Tone Color;SCF;SCF_9;to be added later
F1054;SCF_9 (std);Marsyas;Tone Color;SCF;SCF_9;to be added later
F1055;SCF_9 (skewness) ;Marsyas;Tone Color;SCF;SCF_9 ;to be added later
F1056;SCF_9 (kurtosis) ;Marsyas;Tone Color;SCF;SCF_9 ;to be added later
F1057;SCF_9 (max);Marsyas;Tone Color;SCF;SCF_9;to be added later
F1058;SCF_9 (min);Marsyas;Tone Color;SCF;SCF_9;to be added later
F1059;SCF_10 (mean);Marsyas;Tone Color;SCF;SCF_10;to be added later
F1060;SCF_10 (std);Marsyas;Tone Color;SCF;SCF_10;to be added later
F1061;SCF_10 (skewness);Marsyas;Tone Color;SCF;SCF_10;to be added later
F1062;SCF_10 (kurtosis);Marsyas;Tone Color;SCF;SCF_10;to be added later
F1063;SCF_10 (max);Marsyas;Tone Color;SCF;SCF_10;to be added later
F1064;SCF_10 (min);Marsyas;Tone Color;SCF;SCF_10;to be added later
F1065;SCF_11 (mean);Marsyas;Tone Color;SCF;SCF_11;to be added later
F1066;SCF_11 (std);Marsyas;Tone Color;SCF;SCF_11;to be added later
F1067;SCF_11 (skewness);Marsyas;Tone Color;SCF;SCF_11;to be added later
F1068;SCF_11 (kurtosis);Marsyas;Tone Color;SCF;SCF_11;to be added later
F1069;SCF_11 (max);Marsyas;Tone Color;SCF;SCF_11;to be added later
F1070;SCF_11 (min);Marsyas;Tone Color;SCF;SCF_11;to be added later
F1071;SCF_12 (mean);Marsyas;Tone Color;SCF;SCF_12;to be added later
F1072;SCF_12 (std);Marsyas;Tone Color;SCF;SCF_12;to be added later
F1073;SCF_12 (skewness);Marsyas;Tone Color;SCF;SCF_12;to be added later
F1074;SCF_12 (kurtosis);Marsyas;Tone Color;SCF;SCF_12;to be added later
F1075;SCF_12 (max);Marsyas;Tone Color;SCF;SCF_12;to be added later
F1076;SCF_12 (min);Marsyas;Tone Color;SCF;SCF_12;to be added later
F1077;SCF_13 (mean);Marsyas;Tone Color;SCF;SCF_13;to be added later
F1078;SCF_13 (std);Marsyas;Tone Color;SCF;SCF_13;to be added later
F1079;SCF_13 (skewness);Marsyas;Tone Color;SCF;SCF_13;to be added later
F1080;SCF_13 (kurtosis);Marsyas;Tone Color;SCF;SCF_13;to be added later
F1081;SCF_13 (max);Marsyas;Tone Color;SCF;SCF_13;to be added later
F1082;SCF_13 (min);Marsyas;Tone Color;SCF;SCF_13;to be added later
F1083;SCF_14 (mean);Marsyas;Tone Color;SCF;SCF_14;to be added later
F1084;SCF_14 (std);Marsyas;Tone Color;SCF;SCF_14;to be added later
F1085;SCF_14 (skewness);Marsyas;Tone Color;SCF;SCF_14;to be added later
F1086;SCF_14 (kurtosis);Marsyas;Tone Color;SCF;SCF_14;to be added later
F1087;SCF_14 (max);Marsyas;Tone Color;SCF;SCF_14;to be added later
F1088;SCF_14 (min);Marsyas;Tone Color;SCF;SCF_14;to be added later
F1089;SCF_15 (mean);Marsyas;Tone Color;SCF;SCF_15;to be added later
F1090;SCF_15 (std);Marsyas;Tone Color;SCF;SCF_15;to be added later
F1091;SCF_15 (skewness);Marsyas;Tone Color;SCF;SCF_15;to be added later
F1092;SCF_15 (kurtosis);Marsyas;Tone Color;SCF;SCF_15;to be added later
F1093;SCF_15 (max);Marsyas;Tone Color;SCF;SCF_15;to be added later
F1094;SCF_15 (min);Marsyas;Tone Color;SCF;SCF_15;to be added later
F1095;SCF_16 (mean);Marsyas;Tone Color;SCF;SCF_16;to be added later
F1096;SCF_16 (std);Marsyas;Tone Color;SCF;SCF_16;to be added later
F1097;SCF_16 (skewness);Marsyas;Tone Color;SCF;SCF_16;to be added later
F1098;SCF_16 (kurtosis);Marsyas;Tone Color;SCF;SCF_16;to be added later
F1099;SCF_16 (max);Marsyas;Tone Color;SCF;SCF_16;to be added later
F1100;SCF_16 (min);Marsyas;Tone Color;SCF;SCF_16;to be added later
F1101;SCF_17 (mean);Marsyas;Tone Color;SCF;SCF_17;to be added later
F1102;SCF_17 (std);Marsyas;Tone Color;SCF;SCF_17;to be added later
F1103;SCF_17 (skewness);Marsyas;Tone Color;SCF;SCF_17;to be added later
F1104;SCF_17 (kurtosis);Marsyas;Tone Color;SCF;SCF_17;to be added later
F1105;SCF_17 (max);Marsyas;Tone Color;SCF;SCF_17;to be added later
F1106;SCF_17 (min);Marsyas;Tone Color;SCF;SCF_17;to be added later
F1107;SCF_18 (mean);Marsyas;Tone Color;SCF;SCF_18;to be added later
F1108;SCF_18 (std);Marsyas;Tone Color;SCF;SCF_18;to be added later
F1109;SCF_18 (skewness);Marsyas;Tone Color;SCF;SCF_18;to be added later
F1110;SCF_18 (kurtosis);Marsyas;Tone Color;SCF;SCF_18;to be added later
F1111;SCF_18 (max);Marsyas;Tone Color;SCF;SCF_18;to be added later
F1112;SCF_18 (min);Marsyas;Tone Color;SCF;SCF_18;to be added later
F1113;SCF_19 (mean);Marsyas;Tone Color;SCF;SCF_19;to be added later
F1114;SCF_19 (std);Marsyas;Tone Color;SCF;SCF_19;to be added later
F1115;SCF_19 (skewness);Marsyas;Tone Color;SCF;SCF_19;to be added later
F1116;SCF_19 (kurtosis);Marsyas;Tone Color;SCF;SCF_19;to be added later
F1117;SCF_19 (max);Marsyas;Tone Color;SCF;SCF_19;to be added later
F1118;SCF_19 (min);Marsyas;Tone Color;SCF;SCF_19;to be added later
F1119;SCF_20 (mean);Marsyas;Tone Color;SCF;SCF_20;to be added later
F1120;SCF_20 (std);Marsyas;Tone Color;SCF;SCF_20;to be added later
F1121;SCF_20 (skewness);Marsyas;Tone Color;SCF;SCF_20;to be added later
F1122;SCF_20 (kurtosis);Marsyas;Tone Color;SCF;SCF_20;to be added later
F1123;SCF_20 (max);Marsyas;Tone Color;SCF;SCF_20;to be added later
F1124;SCF_20 (min);Marsyas;Tone Color;SCF;SCF_20;to be added later
F1125;SCF_21 (mean);Marsyas;Tone Color;SCF;SCF_21;to be added later
F1126;SCF_21 (std);Marsyas;Tone Color;SCF;SCF_21;to be added later
F1127;SCF_21 (skewness);Marsyas;Tone Color;SCF;SCF_21;to be added later
F1128;SCF_21 (kurtosis);Marsyas;Tone Color;SCF;SCF_21;to be added later
F1129;SCF_21 (max);Marsyas;Tone Color;SCF;SCF_21;to be added later
F1130;SCF_21 (min);Marsyas;Tone Color;SCF;SCF_21;to be added later
F1131;SCF_22 (mean);Marsyas;Tone Color;SCF;SCF_22;to be added later
F1132;SCF_22 (std);Marsyas;Tone Color;SCF;SCF_22;to be added later
F1133;SCF_22 (skewness);Marsyas;Tone Color;SCF;SCF_22;to be added later
F1134;SCF_22 (kurtosis);Marsyas;Tone Color;SCF;SCF_22;to be added later
F1135;SCF_22 (max);Marsyas;Tone Color;SCF;SCF_22;to be added later
F1136;SCF_22 (min);Marsyas;Tone Color;SCF;SCF_22;to be added later
F1137;SCF_23 (mean);Marsyas;Tone Color;SCF;SCF_23;to be added later
F1138;SCF_23 (std);Marsyas;Tone Color;SCF;SCF_23;to be added later
F1139;SCF_23 (skewness);Marsyas;Tone Color;SCF;SCF_23;to be added later
F1140;SCF_23 (kurtosis);Marsyas;Tone Color;SCF;SCF_23;to be added later
F1141;SCF_23 (max);Marsyas;Tone Color;SCF;SCF_23;to be added later
F1142;SCF_23 (min);Marsyas;Tone Color;SCF;SCF_23;to be added later
F1143;SCF_24 (mean);Marsyas;Tone Color;SCF;SCF_24;to be added later
F1144;SCF_24 (std);Marsyas;Tone Color;SCF;SCF_24;to be added later
F1145;SCF_24 (skewness);Marsyas;Tone Color;SCF;SCF_24;to be added later
F1146;SCF_24 (kurtosis);Marsyas;Tone Color;SCF;SCF_24;to be added later
F1147;SCF_24 (max);Marsyas;Tone Color;SCF;SCF_24;to be added later
F1148;SCF_24 (min);Marsyas;Tone Color;SCF;SCF_24;to be added later
F1149;FFT Spectrum - Average Power Spectrum (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1150;FFT Spectrum - Average Power Spectrum (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1151;FFT Spectrum - Average Power Spectrum (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1152;FFT Spectrum - Average Power Spectrum (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1153;FFT Spectrum - Average Power Spectrum (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1154;FFT Spectrum - Average Power Spectrum (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1155;FFT Spectrum - Average Power Spectrum (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Average Power Spectrum;to be added later
F1156;FFT Spectrum - Spectral Centroid (1st Moment) (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1157;FFT Spectrum - Spectral Centroid (1st Moment) (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1158;FFT Spectrum - Spectral Centroid (1st Moment) (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1159;FFT Spectrum - Spectral Centroid (1st Moment) (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1160;FFT Spectrum - Spectral Centroid (1st Moment) (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1161;FFT Spectrum - Spectral Centroid (1st Moment) (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1162;FFT Spectrum - Spectral Centroid (1st Moment) (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral Centroid (1st Moment);to be added later
F1163;FFT Spectrum - Spectral 2nd Moment (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1164;FFT Spectrum - Spectral 2nd Moment (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1165;FFT Spectrum - Spectral 2nd Moment (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1166;FFT Spectrum - Spectral 2nd Moment (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1167;FFT Spectrum - Spectral 2nd Moment (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1168;FFT Spectrum - Spectral 2nd Moment (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1169;FFT Spectrum - Spectral 2nd Moment (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 2nd Moment;to be added later
F1170;FFT Spectrum - Spectral 3rd Moment (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1171;FFT Spectrum - Spectral 3rd Moment (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1172;FFT Spectrum - Spectral 3rd Moment (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1173;FFT Spectrum - Spectral 3rd Moment (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1174;FFT Spectrum - Spectral 3rd Moment (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1175;FFT Spectrum - Spectral 3rd Moment (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1176;FFT Spectrum - Spectral 3rd Moment (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 3rd Moment;to be added later
F1177;FFT Spectrum - Spectral 4th Moment (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1178;FFT Spectrum - Spectral 4th Moment (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1179;FFT Spectrum - Spectral 4th Moment (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1180;FFT Spectrum - Spectral 4th Moment (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1181;FFT Spectrum - Spectral 4th Moment (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1182;FFT Spectrum - Spectral 4th Moment (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1183;FFT Spectrum - Spectral 4th Moment (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Spectral 4th Moment;to be added later
F1184;FFT Spectrum - Standard deviation (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1185;FFT Spectrum - Standard deviation (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1186;FFT Spectrum - Standard deviation (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1187;FFT Spectrum - Standard deviation (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1188;FFT Spectrum - Standard deviation (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1189;FFT Spectrum - Standard deviation (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1190;FFT Spectrum - Standard deviation (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Standard deviation;to be added later
F1191;FFT Spectrum - Skewness (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1192;FFT Spectrum - Skewness (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1193;FFT Spectrum - Skewness (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1194;FFT Spectrum - Skewness (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1195;FFT Spectrum - Skewness (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1196;FFT Spectrum - Skewness (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1197;FFT Spectrum - Skewness (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Skewness;to be added later
F1198;FFT Spectrum - Kurtosis (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1199;FFT Spectrum - Kurtosis (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1200;FFT Spectrum - Kurtosis (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1201;FFT Spectrum - Kurtosis (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1202;FFT Spectrum - Kurtosis (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1203;FFT Spectrum - Kurtosis (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1204;FFT Spectrum - Kurtosis (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Kurtosis;to be added later
F1205;FFT Spectrum - Level (min);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1206;FFT Spectrum - Level (max);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1207;FFT Spectrum - Level (mean);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1208;FFT Spectrum - Level (median);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1209;FFT Spectrum - Level (std);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1210;FFT Spectrum - Level (skewness);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1211;FFT Spectrum - Level (kurtosis);PsySound 3;Tone Color;FFT Spectrum;FFT Spectrum - Level;to be added later
F1212;Hilbert - Instantaneous Level (min);PsySound 3;Dynamics;Hilbert;Hilbert - Instantaneous Level;to be added later
F1213;Hilbert - Instantaneous Level (max);PsySound 3;Dynamics;Hilbert;Hilbert - Instantaneous Level;to be added later
